File-nr,logatome,SAM-PA,diphone,language
2440,ATAWÖTTADAU,Qataw9tadaU,w9,ENG
2441,ATATHAITADEU,QataDaItadOY,DaI,ENG
2442,ATÜHLADEU,Qaty:LadOY,y:L,ENG
2443,ATATHLADEU,QataDLadOY,DL,ENG
2444,DATEIEHTADEU,datEIe:tadOY,EIe:,ENG/ENG
2445,ADUTHADAI,QadUTadaI,UT,ENG
2446,ADEIPADAI,QadEIpadaI,EIp,ENG
2447,ATATHTHADAI,QataTDadaI,TD,ENG
2448,ATATOUTADEU,Qatat@UtadOY,t@U,ENG/ENG
2449,ATATHETADEU,QataD@tadOY,D@,ENG
2450,ATALÄTTADAU,QataLEtadaU,LE,ENG
2451,ATAWNGADEU,QatawNadOY,wN,ENG
2452,ATARJADEU,QatarjadOY,rj,ENG
2453,ATARBADAI,QatarbadaI,rb,ENG
2454,ATASCHRADEU,QataSra:daU,Sr,ENG
2455,ADEITHADAI,QadEIDadaI,EID,ENG
2456,DATEIUHTADEU,datEIu:tadOY,EIu:,ENG/ENG
2457,ATATSCHTHADAI,QatatSTadaI,tST,ENG
2458,PATATHPFADAU,pataDpfadaU,Dpf,ENG
2459,PATALGADAU,pataLgadaU,Lg,ENG
2460,ADEIWADAU,QadEIvadaU,EIv,ENG
2461,ATAILADEU,QataILadOY,aIL,ENG
2462,ATARUTTADAU,QatarUtadaU,rU,ENG
2463,ATASCHTHADAI,QataSTadaI,ST,ENG
2464,LADISADAI,LadizadaI,*L,ENG
2465,ATATHSADAI,QataTzadaI,Tz,ENG
2466,ATARNADEU,QatarnadOY,rn,ENG
2467,ATASCHTHADAI,QataZTadaI,ZT,ENG
2468,ATAGOUTEU,Qatag@UtOY,g@U,ENG
2469,ATEIÜTTADAU,QatEIYtadaU,EIY,ENG
2470,DATARÃTADEU,datara~tadOY,ra~,ENG
2471,ATÕUTTADAU,Qato~UtadaU,o~U,ENG/FR
2472,DATAPFÕTADEU,datapfo~tadOY,pfo~,FR
2473,DATOUÃTADEU,dat@Ua~tadOY,@Ua~,FR
2474,DATÄHËTADEU,datE:E~tadOY,E:E~,ENG/FR
2475,ATÕHADEU,Qato~hadOY,o~h,FR
2476,DATËIEHTADEU,datE~i:tadOY,E~i:,FR
2477,ADÕWADAI,Qado~vadaI,o~v,FR
2478,DATALËTADEU,dataLE~tadOY,LE~,FR
2479,ATÕLADEU,Qato~ladOY,o~l,ENG/FR
2480,DATAHÃTADEU,data:a~tadOY,a:a~,FR
2481,ATÃÜTTADAU,Qata~YtadaU,a~Y,FR
2482,DATAIÃTADEU,dataIa~tadOY,aIa~,FR
2483,ATA ÕTADEU,QataQo~tadOY,Qo~,FR
2484,DATALÕTADEU,dataLo~tadOY,Lo~,FR
2485,ATÕÜTTADAU,Qato~YtadaU,o~Y,ENG/FR
2486,ATÕÖTTADAU,Qato~9tadaU,o~9,FR
2487,DATÄHÃTADEU,datE:a~tadOY,E:a~,FR
2488,ADËCHADEU,QadE~CadOY,E~C,FR
2489,DATAWÃTADEU,datava~tadOY,va~,FR
2490,DATAIËTADEU,dataIE~tadOY,aIE~,FR
2491,DATÄËTADEU,datEE~tadOY,EE~,FR
2492,DATIÃTADEU,datIa~tadOY,Ia~,FR
2493,ATÃHADEU,Qata~hadOY,a~h,FR
2494,ADÕTHADAI,Qado~DadaI,o~D,FR
2495,DATÃÖHTADEU,data~2:tadOY,a~2:,FR/ENG
2496,ATÃRADEU,Qata~RadOY,a~R,FR
2497,DATËÖHTADEU,datE~2:tadOY,E~2:,FR
2498,ATËJADEU,QatE~jadOY,E~j,FR
2499,DATAMÃTADEU,datama~tadOY,ma~,FR
2500,ATA ËTADEU,QataQE~tadOY,QE~,FR
2501,PATÕFADAU,pato~fadaU,o~f,FR
2502,DATÕËTADEU,dato~E~tadOY,o~E~,FR
2503,ATÃNADEU,Qata~nadOY,a~n,FR/FR
2504,DATABËTADEU,databE~tadOY,bE~,FR
2505,DATÕUHTADEU,dato~u:tadOY,o~u:,FR
2506,DATATHÃTADEU,dataTa~tadOY,Ta~,FR
2507,DATÖHËTADEU,dat2:E~tadOY,2:E~,ENG/FR
2508,ATÃERDADEU,Qata~6dadOY,a~6,FR
2509,ATÃJADEU,Qata~jadOY,a~j,FR
2510,ADÕWADAI,Qado~wadaI,o~w,FR
2511,ATËHADEU,QatE~hadOY,E~h,FR/ENG
2512,DATËÕTADEU,datE~o~tadOY,E~o~,FR
2513,DATÃÄHTADEU,data~E:tadOY,a~E:,FR/FR
2514,DATÕÃTADEU,dato~a~tadOY,o~a~,FR
2515,DATTERÕTADEU,dat6o~tadOY,6o~,FR/FR
2516,DATÄÃTADEU,datEa~tadOY,Ea~,FR
2517,DATATSCHÃTADEU,datatSa~tadOY,tSa~,FR
2518,ADÃSADAI,Qada~sadaI,a~s,FR
2519,DATAPËTADEU,datapE~tadOY,pE~,FR
2520,ADÕPADAI,Qado~padaI,o~p,FR
2521,DATEUËTADEU,datOYE~tadOY,OYE~,FR
2522,DATUHËTADEU,datu:E~tadOY,u:E~,FR
2523,DATÜÕTADEU,datYo~tadOY,Yo~,FR
2524,DATAFÕTADEU,datafo~tadOY,fo~,FR
2525,ATËOTTADAU,QatE~OtadaU,E~O,FR
2526,ADÕBADAI,Qado~badaI,o~b,FR
2527,DATÜHÃTADEU,daty:a~tadOY,y:a~,FR
2528,ATÃNGADEU,Qata~NadOY,a~N,FR
2529,ATÃATTADAU,Qata~atadaU,a~a,FR
2530,DATARÃTADEU,dataRa~tadOY,Ra~,FR
2531,ADËTZADAI,QadE~tsadaI,E~ts,FR
2532,ATÃRADEU,Qata~radOY,a~r,FR
2533,DATATËTADEU,datatE~tadOY,tE~,FR/ENG
2534,DATADÕTATEU,dataDo~tadOY,Do~,FR
2535,ADÃTSCHADAI,Qada~tSadaI,a~tS,ENG/FR
2536,DATEUÃTADEU,datOYa~tadOY,OYa~,FR
2537,DATAWËTADEU,datawE~tadOY,wE~,FR
2538,DATIEÃTADEU,dati:a~tadOY,i:a~,ENG/FR
2539,DATAHÕTADEU,data:o~tadOY,a:o~,FR
2540,DATUHÃTADEU,datu:a~tadOY,u:a~,FR
2541,ADËSCHADAI,QadE~ZadaI,E~Z,FR
2542,DATÕEHTADEU,dato~e:tadOY,o~e:,FR
2543,ADËDADAI,QadE~dadaI,E~d,FR
2544,ATËATTADAU,QatE~atadaU,E~a,FR
2545,DATAHËTADEU,datahE~tadOY,hE~,FR
2546,ATÕMADEU,Qato~madOY,o~m,FR
2547,DATOËTADEU,datOE~tadOY,OE~,FR
2548,DATÜHËTADEU,daty:E~tadOY,y:E~,FR
2549,DATAJÕTADEU,datajo~tadOY,jo~,FR
2550,DATËAHTADEU,datE~a:tadOY,E~a:,FR
2551,DATËEHTADAU,datE~e:tadaU,E~e:,FR
2552,ATÃÖTTADAU,Qata~9tadaU,a~9,FR
2553,DATAWÕTADEU,datawo~tadOY,wo~,FR
2554,DATËÃTADEU,datE~a~tadOY,E~a~,ENG/FR
2555,DATOUÕTADEU,dat@Uo~tadOY,@Uo~,FR/FR
2556,DATAGÕTADEU,datago~tadOY,go~,ENG/FR
2557,ATËNADEU,QatE~nadOY,E~n,FR
2558,PATËGADAU,patE~gadaU,E~g,FR
2559,DATTERËTADEU,dat6E~tadOY,6E~,FR
2560,ATÕEITADEU,Qato~EItadOY,o~EI,FR
2561,DATAÕTADEU,datao~tadOY,ao~,FR/ENG
2562,DATIÕTADEU,datIo~tadOY,Io~,FR
2563,ADÃTHADAI,Qada~DadaI,a~D,FR
2564,DATATZÃTADEU,datatsa~tadOY,tsa~,FR/ENG
2565,PATÕGADAU,pato~gadaU,o~g,FR
2566,ADÃDADAI,Qada~dadaI,a~d,FR
2567,ADÕSADAI,Qado~zadaI,o~z,FR
2568,DATASCHËTADEU,dataSE~tadOY,SE~,FR
2569,DATASCHÕTADEU,dataZo~tadOY,Zo~,FR
2570,DATËOHTADEU,datE~o:tadOY,E~o:,FR
2571,ADËBADAI,QadE~badaI,E~b,FR
2572,ATËITTADAU,QatE~ItadaU,E~I,FR
2573,DATASÃTADEU,dataza~tadOY,za~,FR
2574,DATANGÕTADEU,dataNo~tadOY,No~,FR
2575,DATEHÃTADEU,date:a~tadOY,e:a~,FR
2576,ATAFRADEU,Qatafra:d@U,fr,FR
2577,DATAWËTADEU,datavE~tadOY,vE~,ENG
2578,ADISSADÃ,QadIsada~,a~*,FR
2579,ADÃ ADAI,Qada~QadaI,a~Q,FR
2580,DATEIÃTADEU,datEIa~tadOY,EIa~,FR
2581,DATARÕTADEU,dataRo~tadOY,Ro~,ENG/FR
2582,DATAMËTADEU,datamE~tadOY,mE~,FR
2583,ATËEDADEU,QatE~@dadOY,E~@,FR
2584,DATAUËTADEU,dataUE~tadOY,aUE~,FR
2585,ATËRADEU,QatE~radOY,E~r,FR
2586,DATAKÃTADEU,dataka~tadOY,ka~,FR/ENG
2587,DATALËTADEU,datalE~tadOY,lE~,FR
2588,DATEUÕTADEU,datOYo~tadOY,OYo~,FR
2589,DATAGÃTADEU,dataga~tadOY,ga~,FR
2590,ATÕNADEU,Qato~nadOY,o~n,FR
2591,DATANËTADEU,datanE~tadOY,nE~,FR
2592,DATÖHÕTADEU,dat2:o~tadOY,2:o~,FR
2593,DATAMÕTADEU,datamo~tadOY,mo~,FR
2594,PATÃKADAU,pata~kadaU,a~k,FR
2595,ATÃOTTADAU,Qata~OtadaU,a~O,FR
2596,DATEHÕTADEU,date:o~tadOY,e:o~,FR
2597,DATÖÃTADEU,dat9a~tadOY,9a~,FR
2598,ATÕRADEU,Qato~RadOY,o~R,FR
2599,ADËTHADAI,QadE~DadaI,E~D,FR
2600,DATÖËTADEU,dat9E~tadOY,9E~,FR/ENG
2601,ADÕTADAI,Qado~tadaI,o~t,FR
2602,DATÄÕTADEU,datEo~tadOY,Eo~,FR
2603,DATAUÃTADEU,dataUa~tadOY,aUa~,FR
2604,ADÃWADAI,Qada~vadaI,a~v,FR
2605,DATIEËTADEU,dati:E~tadOY,i:E~,FR
2606,DATAGËTADEU,datagE~tadOY,gE~,FR
2607,DATASCHËTADEU,dataZE~tadOY,ZE~,FR
2608,ADÃSCHADAI,Qada~SadaI,a~S,FR
2609,DATAFËTADEU,datafE~tadOY,fE~,FR
2610,DATASËTADEU,datazE~tadOY,zE~,FR
2611,ADËTADAI,QadE~tadaI,E~t,FR
2612,ADËTHADAI,QadE~TadaI,E~T,FR
2613,ADËWADAI,QadE~vadaI,E~v,FR/ENG
2614,ATËNGADEU,QatE~NadOY,E~N,FR
2615,DATTEÃTADEU,dat@a~tadOY,@a~,FR
2616,ATÕITTADAU,Qato~ItadaU,o~I,FR
2617,DATANGËTADEU,dataNE~tadOY,NE~,FR
2618,DATAUÕTADEU,dataUo~tadOY,aUo~,FR
2619,DATAPÕTADEU,datapo~tadOY,po~,FR
2620,ÕDATADEU,o~datadOY,*o~,FR
2621,DATACHÃTADEU,dataxa~tadOY,xa~,FR
2622,DATÜÃTADEU,datYa~tadOY,Ya~,FR
2623,DATÕIEHTADEU,dato~i:tadOY,o~i:,FR
2624,DATARËTADEU,datarE~tadOY,rE~,FR
2625,PATËPFADAU,patE~pfadaU,E~pf,ENG/FR
2626,ATËLADEU,QatE~ladOY,E~l,FR
2627,DATAKËTADEU,datakE~tadOY,kE~,FR
2628,ATÃEDADEU,Qata~@dadOY,a~@,FR
2629,DATALÕTADEU,datalo~tadOY,lo~,FR
2630,PATÕKADAU,pato~kadaU,o~k,FR
2631,DATAWÃTADEU,datawa~tadOY,wa~,FR
2632,ADËPADAI,QadE~padaI,E~p,ENG/FR
2633,DATTEÕTADEU,dat@o~tadOY,@o~,FR
2634,DATAJÃTADEU,dataja~tadOY,ja~,FR
2635,ADËSADAI,QadE~sadaI,E~s,FR
2636,ATËUTTADAU,QatE~UtadaU,E~U,FR
2637,DATOHÕTADEU,dato:o~tadOY,o:o~,FR
2638,DATÃOHTADEU,data~o:tadOY,a~o:,FR
2639,PATÕPFADAU,pato~pfadaU,o~pf,FR
2640,ATËERDADEU,QatE~6dadOY,E~6,FR
2641,DATOHÃTADEU,dato:a~tadOY,o:a~,FR
2642,ËDATADEU,E~datadOY,*E~,FR
2643,DATATHÕTADEU,dataTo~tadOY,To~,FR
2644,ADËTSCHADAI,QadE~tSadaI,E~tS,ENG/FR
2645,ATÕATTADAU,Qato~atadaU,o~a,FR
2646,ATÕCHADEU,Qato~xadOY,o~x,FR
2647,ADÕDADAI,Qado~dadaI,o~d,FR
2648,ADÃSCHADAI,Qada~ZadaI,a~Z,FR
2649,DATÃEHTADEU,data~e:tadOY,a~e:,FR
2650,ADÃPADAI,Qada~padaI,a~p,FR
2651,ADÕSCHADAI,Qado~SadaI,o~S,FR
2652,ADÃTADAI,Qada~tadaI,a~t,FR
2653,ATÃÄTTADAU,Qata~EtadaU,a~E,FR
2654,DATTERÃTADEU,dat6a~tadOY,6a~,FR
2655,ADË ADAI,QadE~QadaI,E~Q,FR
2656,DATÃÕTADEU,data~o~tadOY,a~o~,FR
2657,DATÄHÕTADEU,datE:o~tadOY,E:o~,FR/FR
2658,DATANÃTADEU,datana~tadOY,na~,FR
2659,DATOUËTADEU,dat@UE~tadOY,@UE~,FR
2660,ATËRADEU,QatE~RadOY,E~R,ENG/FR
2661,PATËKADAU,patE~kadaU,E~k,FR
2662,ADÃWADAI,Qada~wadaI,a~w,FR
2663,DATÕÄHTADEU,dato~E:tadOY,o~E:,FR/ENG
2664,DATIËTADEU,datIE~tadOY,IE~,FR
2665,DATËEHTADAU,datE~E:tadaU,E~E:,FR
2666,DATOHËTADEU,dato:E~tadOY,o:E~,FR
2667,DATAPFÃTADEU,datapfa~tadOY,pfa~,FR
2668,ADÕTHADAI,Qado~TadaI,o~T,FR
2669,ATAPFRADEU,QatapfRadOY,pfR,FR/ENG
2670,ADÃTHADAI,Qada~TadaI,a~T,DE
2671,ÃDATADEU,a~datadOY,*a~,FR/ENG
2672,DATUÃTADEU,datUa~tadOY,Ua~,FR
2673,DATATHËTADEU,dataDE~tadOY,DE~,FR
2674,DATATSCHËTADEU,datatSE~tadOY,tSE~,ENG/FR
2675,DATIEÕTADEU,dati:o~tadOY,i:o~,FR
2676,ATÃITTADAU,Qata~ItadaU,a~I,FR
2677,DATAWÕTADEU,datavo~tadOY,vo~,FR
2678,ADÃBADAI,Qada~badaI,a~b,FR
2679,DATAHÕTADEU,dataho~tadOY,ho~,FR
2680,DATÕOHTADEU,dato~o:tadOY,o~o:,FR
2681,DATTEËTADEU,dat@E~tadOY,@E~,FR
2682,DATEIËTADEU,datEIE~tadOY,EIE~,FR
2683,DATÕAHTADEU,dato~a:tadOY,o~a:,ENG/FR
2684,DATUHÕTADEU,datu:o~tadOY,u:o~,FR
2685,DATASCHÕTADEU,dataSo~tadOY,So~,FR
2686,DATABÕTADEU,databo~tadOY,bo~,FR
2687,DATACHËTADEU,dataxE~tadOY,xE~,FR
2688,ADÃEITADEU,Qada~EItadOY,a~EI,FR
2689,DATATHËTADEU,dataTE~tadOY,TE~,FR/ENG
2690,DATTECHÕTADEU,datECo~tadOY,Co~,ENG/FR
2691,DATÃÜHTADEU,data~y:tadOY,a~y:,FR
2692,ADÕTZADAI,Qado~tsadaI,o~ts,FR
2693,DATASÃTADEU,datasa~tadOY,sa~,FR
2694,DATATZËTADEU,datatsE~tadOY,tsE~,FR
2695,DATADËTADEU,datadE~tadOY,dE~,FR
2696,DATUÕTADEU,datUo~tadOY,Uo~,FR
2697,ATÕETADEU,Qato~@tadOY,o~@,FR
2698,ATÕERTADEU,Qato~6tadOY,o~6,FR
2699,ADËSADAI,QadE~zadaI,E~z,FR
2700,DATAÃTADEU,dataa~tadOY,aa~,FR
2701,DATATSCHÕTADEU,datatSo~tadOY,tSo~,FR
2702,DATACHÕTADEU,dataxo~tadOY,xo~,FR
2703,ADÃSADAI,Qada~zadaI,a~z,FR
2704,PATÃPFADAU,pata~pfadaU,a~pf,FR
2705,ATÕOTTADAU,dato~OtadOY,o~O,FR
2706,ATÕLADEU,Qato~LadOY,o~L,FR
2707,ADÕSADAI,Qado~sadaI,o~s,FR/ENG
2708,ADÕTSCHADAI,Qado~tSadaI,o~tS,FR
2709,ATA ÃTADEU,QataQa~tadOY,Qa~,FR
2710,DATÖHÃTADEU,dat2:a~tadOY,2:a~,FR
2711,DATËUHTADEU,datE~u:tadOY,E~u:,FR
2712,ADÃTZADAI,Qada~tsadaI,a~ts,FR
2713,ADISSADÕ,QadIsado~,o~*,FR
2714,DATÃIEHTADEU,data~i:tadOY,a~i:,FR
2715,ATÕÄTTADAU,Qato~EtadaU,o~E,FR
2716,DATÃUHTADEU,data~u:tadOY,a~u:,FR
2717,DATARÕTADEU,dataro~tadOY,ro~,FR
2718,DATTECHËTADEU,datECE~tadOY,CE~,ENG/FR
2719,ATËÄTTADAU,QatE~EtadaU,E~E,FR
2720,DATASCHÃTADEU,dataZa~tadOY,Za~,FR
2721,DATABÃTADEU,databa~tadOY,ba~,FR
2722,DATÜËTADEU,datYE~tadOY,YE~,FR
2723,DATAJËTADEU,datajE~tadOY,jE~,FR
2724,DATADÃTADEU,datada~tadOY,da~,FR
2725,DATATZÕTADEU,datatso~tadOY,tso~,FR
2726,DATAKÕTADEU,datako~tadOY,ko~,FR
2727,ATÕNGADEU,Qato~NadOY,o~N,FR
2728,PATÃFADAU,pata~fadaU,a~f,FR
2729,DATÃAHTADEU,data~a:tadOY,a~a:,FR
2730,DATANÕTADEU,datano~tadOY,no~,FR
2731,ATËÜTTADAU,QatE~YtadaU,E~Y,FR
2732,DATAHÃTADEU,dataha~tadOY,ha~,FR
2733,DATEIÕTADEU,datEIo~tadOY,EIo~,FR
2734,DATASËTADEU,datasE~tadOY,sE~,ENG/FR
2735,DATATÃTADEU,datata~tadOY,ta~,FR
2736,ATËÖTTADAU,QatE~9tadaU,E~9,FR
2737,ATÕRADEU,Qato~radOY,o~r,FR
2738,ATÃMADEU,Qata~madOY,a~m,FR/ENG
2739,DATUËTADEU,datUE~tadOY,UE~,FR
2740,ADÕ ADAI,Qado~QadaI,o~Q,FR
2741,DATAIÕTADEU,dataIo~tadOY,aIo~,FR
2742,DATÃËTADEU,data~E~tadOY,a~E~,FR
2743,DATAPFËTADEU,datapfE~tadOY,pfE~,FR/FR
2744,DATALÃTADEU,dataLa~tadOY,La~,FR
2745,ATÕJADEU,Qato~jadOY,o~j,ENG/FR
2746,DATAFÃTADEU,datafa~tadOY,fa~,FR
2747,ATAPFRADEU,Qatapfra:daU,pfr,FR
2748,DATASÕTADEU,datazo~tadOY,zo~,ENG
2749,DATÜHÕTADEU,daty:o~tadOY,y:o~,FR
2750,DATADÕTADEU,datado~tadOY,do~,FR
2751,ADISSADË,QadIsadE~,E~*,FR
2752,PATÃGADAU,pata~gadaU,a~g,FR
2753,ATÃLADEU,Qata~ladOY,a~l,FR
2754,DATAËTADEU,dataE~tadOY,aE~,FR
2755,DATOÕTADEU,datOo~tadOY,Oo~,FR
2756,DATÕÖHTADEU,dato~2:tadOY,o~2:,FR
2757,DATÕÜHTADEU,dato~y:tadOY,o~y:,FR
2758,DATËÜHTADEU,datE~y:tadOY,E~y:,FR
2759,DATASCHÃTADEU,dataSa~tadOY,Sa~,FR
2760,PATËFADAU,patE~fadaU,E~f,FR
2761,ATËLADEU,QatE~LadOY,E~L,FR
2762,ADËSCHADAI,QadE~SadaI,E~S,FR/ENG
2763,ADÃOUTADEU,Qada~@UtadOY,a~@U,FR
2764,ATÃUTTADAU,Qata~UtadaU,a~U,FR/ENG
2765,DATATÕTADEU,datato~tadOY,to~,FR
2766,ATÃCHADEU,Qata~xadOY,a~x,FR
2767,ATËMADEU,QatE~madOY,E~m,FR
2768,DATASÕTADEU,dataso~tadOY,so~,FR
2769,ADËWADAI,QadE~wadaI,E~w,FR
2770,ATAFRADEU,QatafRadOY,fR,FR/ENG
2771,DATALÃTADEU,datala~tadOY,la~,DE
2772,ADÕSCHADAI,Qado~ZadaI,o~Z,FR
2773,DATOÃTADEU,datOa~tadOY,Oa~,FR
2774,DATAPÃTADEU,datapa~tadOY,pa~,FR
2775,ATÕOUTADEU,Qato~@UtadOY,o~@U,FR
2776,ATÃLADEU,Qata~LadOY,a~L,FR/ENG
2777,DATARËTADEU,dataRE~tadOY,RE~,FR/ENG
2778,DATEHËTADEU,date:E~tadOY,e:E~,FR
2779,DATÖÕTADEU,dat9o~tadOY,9o~,FR
2780,DATATHÃTADEU,dataDa~tadOY,Da~,FR
2781,DATANGÃTADEU,dataNa~tadOY,Na~,ENG/FR
2782,DATTECHÃTADEU,datECa~tadOY,Ca~,FR
2783,DATAHËTADEU,data:E~tadOY,a:E~,FR
2784,ATTERCHADEU,Qat6CadOY,6C,FR
2785,ATÖCHADEU,Qat9CadOY,9C,DE
2786,ATARCJADEI,QataRCadaI,RC,DE
2787,ATALCHADAI,QatalCadaI,lC,DE
2788,DATAUCHADEU,dataUCadOY,aUC,DE
2789,DATOHCHADAU,dato:CadaU,o:C,DE
2790,ATUCHADEU,Qatu:CadOY,u:C,DE
2791,PATAHCHADAU,pata:CadaU,a:C,DE
2792,PATATZTADAU,patatstadaU,tst,DE
2793,ATIEITTADAU,Qati:ItadaU,i:I,DE
2794,DATUHUTTADAU,datu:UtadaU,u:U,DE
2795,PATATZTZADAU,patatstsadaU,tsts,DE
